chapter,subtopic,front,back
Capítulo 11,Relajación del músculo liso,¿Qué molécula endotelial activa guanilato ciclasa en músculo liso?,Óxido nítrico.
Capítulo 11,Relajación del músculo liso,¿Qué segundo mensajero aumenta por acción de NO en músculo liso?,GMPc.
Capítulo 11,Relajación del músculo liso,¿Qué proteína cinasa se activa por GMPc en relajación del músculo liso?,PKG.
Capítulo 11,Relajación del músculo liso,¿Qué efecto tiene PKG sobre músculo liso?,Disminuye Ca2+ intracelular y causa relajación.
Capítulo 11,Relajación del músculo liso,¿Qué prostaglandina endotelial relaja músculo liso vascular?,Prostaciclina.
Capítulo 11,Relajación del músculo liso,¿Qué efecto tiene la prostaciclina además de relajar músculo liso?,Inhibe agregación plaquetaria.
Capítulo 11,Relajación del músculo liso,¿Qué vía activa la prostaciclina en músculo liso?,Vía cAMP-PKA.
Capítulo 11,Relajación del músculo liso,¿Qué factor hiperpolarizante derivado del endotelio favorece relajación?,EDHF.
Capítulo 11,Relajación del músculo liso,¿Qué efecto produce EDHF en la membrana del músculo liso?,Hiperpolarización.
Capítulo 11,Función secretora del músculo liso,¿Qué puede sintetizar la célula muscular lisa además de contraerse?,Componentes de matriz extracelular.
Capítulo 11,Función secretora del músculo liso,¿Qué componentes de MEC puede secretar músculo liso?,"Colágeno, elastina, proteoglucanos y glucoproteínas multiadhesivas."
Capítulo 11,Función secretora del músculo liso,¿Qué tipo de músculo liso secreta mucho colágeno I y elastina?,Músculo liso vascular y uterino.
Capítulo 11,Función secretora del músculo liso,¿Qué función tiene la síntesis de MEC por músculo liso?,Mantener y remodelar su entorno extracelular.
Capítulo 11,Renovación del músculo liso,¿Qué capacidad proliferativa tiene el músculo liso?,Puede dividirse por mitosis.
Capítulo 11,Renovación del músculo liso,¿Qué diferencia proliferativa hay entre músculo liso y estriado?,El músculo liso puede duplicarse con regularidad.
Capítulo 11,Renovación del músculo liso,¿Cómo responde el músculo liso ante lesión?,Con mitosis y reparación.
Capítulo 11,Renovación del músculo liso,¿Qué permite la mitosis del músculo liso en estómago y colon?,Engrosamiento por hiperplasia durante la vida.
Capítulo 11,Renovación del músculo liso,¿Qué ocurre con el músculo liso uterino durante gestación?,Aumenta por hipertrofia e hiperplasia.
Capítulo 11,Renovación del músculo liso,¿De dónde pueden derivar nuevas células musculares lisas?,Células madre mesenquimatosas en adventicia de vasos.
Capítulo 11,Renovación del músculo liso,¿Qué células pueden diferenciarse en músculo liso nuevo?,Células madre mesenquimatosas indiferenciadas.
Capítulo 11,Diferenciación del músculo liso,¿Qué factor regula la mayoría de genes de diferenciación muscular lisa?,SRF.
Capítulo 11,Diferenciación del músculo liso,¿Qué significa SRF?,Factor de respuesta sérica.
Capítulo 11,Diferenciación del músculo liso,¿Qué activa SRF durante diferenciación de músculo liso?,Genes propios del fenotipo contráctil liso.
Capítulo 11,Diferenciación del músculo liso,¿Qué propiedad fenotípica especial tienen las células musculares lisas?,Plasticidad fenotípica.
Capítulo 11,Diferenciación del músculo liso,¿Qué significa plasticidad fenotípica en músculo liso?,Puede cambiar entre estado contráctil y sintético.
Capítulo 11,Diferenciación del músculo liso,¿Qué estado del músculo liso produce más matriz extracelular?,Fenotipo sintético.
Capítulo 11,Diferenciación del músculo liso,¿Qué estado del músculo liso está más especializado en contracción?,Fenotipo contráctil.
Capítulo 11,Músculo liso vascular,¿Qué función tiene el músculo liso vascular?,Regular el diámetro de los vasos.
Capítulo 11,Músculo liso vascular,¿Qué efecto tiene la contracción del músculo liso vascular?,Vasoconstricción.
Capítulo 11,Músculo liso vascular,¿Qué efecto tiene la relajación del músculo liso vascular?,Vasodilatación.
Capítulo 11,Músculo liso vascular,¿Qué ocurre con la presión arterial al relajarse músculo liso vascular?,Disminuye la resistencia vascular.
Capítulo 11,Músculo liso visceral,¿Qué función tiene el músculo liso del tubo digestivo?,Producir movimientos peristálticos y mezcla.
Capítulo 11,Músculo liso visceral,¿Qué función tiene el músculo liso de vías urinarias?,Impulsar orina por contracciones peristálticas.
Capítulo 11,Músculo liso visceral,¿Qué función tiene el músculo liso respiratorio?,Regular calibre de vías respiratorias.
Capítulo 11,Identificación histológica del músculo liso,¿Qué tejido muscular tiene células fusiformes sin estriaciones?,Músculo liso.
Capítulo 11,Identificación histológica del músculo liso,¿Qué tejido muscular tiene núcleos centrales alargados en corte longitudinal?,Músculo liso.
Capítulo 11,Identificación histológica del músculo liso,¿Qué tejido muscular puede mostrar núcleos en tirabuzón?,Músculo liso.
Capítulo 11,Identificación histológica del músculo liso,¿Qué tejido muscular muestra núcleos redondos dispersos en corte transversal?,Músculo liso.
Capítulo 11,Identificación histológica del músculo liso,¿Por qué los núcleos del músculo liso no se ven en todas las células de un corte transversal?,Porque las células fusiformes pueden cortarse lejos del núcleo.
Capítulo 11,Identificación histológica del músculo liso,¿Qué músculo tiene límites celulares poco definidos en cortes longitudinales?,Músculo liso.
Capítulo 11,Identificación histológica del músculo liso,¿Qué músculo se tiñe uniformemente con eosina y carece de estrías?,Músculo liso.
Capítulo 11,Comparación de tipos musculares,¿Qué músculo tiene fibras largas multinucleadas con núcleos periféricos?,Músculo esquelético.
Capítulo 11,Comparación de tipos musculares,¿Qué músculo tiene células ramificadas con discos intercalares?,Músculo cardíaco.
Capítulo 11,Comparación de tipos musculares,¿Qué músculo tiene células fusiformes con núcleo central?,Músculo liso.
Capítulo 11,Comparación de tipos musculares,¿Qué músculo tiene sarcómeros y control voluntario?,Músculo esquelético.
Capítulo 11,Comparación de tipos musculares,¿Qué músculo tiene sarcómeros y contracción rítmica involuntaria?,Músculo cardíaco.
Capítulo 11,Comparación de tipos musculares,¿Qué músculo no tiene sarcómeros y es involuntario?,Músculo liso.
Capítulo 11,Comparación de tipos musculares,¿Qué músculo tiene tríadas?,Músculo esquelético.
Capítulo 11,Comparación de tipos musculares,¿Qué músculo tiene díadas?,Músculo cardíaco.
Capítulo 11,Comparación de tipos musculares,¿Qué músculo tiene cavéolas en lugar de túbulos T?,Músculo liso.
Capítulo 11,Comparación de tipos musculares,¿Qué músculo usa troponina para regular contracción?,Esquelético y cardíaco.
Capítulo 11,Comparación de tipos musculares,¿Qué músculo usa calmodulina y MLCK para regular contracción?,Músculo liso.
Capítulo 11,Comparación de tipos musculares,¿Qué músculo se regenera mediante células satélite?,Músculo esquelético.
Capítulo 11,Comparación de tipos musculares,¿Qué músculo adulto se repara principalmente por cicatriz tras necrosis?,Músculo cardíaco.
Capítulo 11,Comparación de tipos musculares,¿Qué músculo conserva capacidad mitótica notable?,Músculo liso.
Capítulo 11,Comparación de tipos musculares,¿Qué músculo tiene discos intercalares?,Músculo cardíaco.
Capítulo 11,Comparación de tipos musculares,¿Qué músculo tiene cuerpos densos?,Músculo liso.
Capítulo 11,Comparación de tipos musculares,¿Qué músculo tiene líneas Z?,Músculo esquelético y cardíaco.
Capítulo 11,Comparación de tipos musculares,¿Qué músculo contiene filamentos gruesos polares laterales?,Músculo liso.
Capítulo 11,Comparación de tipos musculares,¿Qué músculo contiene filamentos gruesos bipolares?,Músculo esquelético y cardíaco.
Capítulo 11,Comparación de tipos musculares,¿Qué músculo puede mantener contracción prolongada con bajo gasto de ATP?,Músculo liso.
Capítulo 11,Comparación de tipos musculares,¿Qué músculo requiere entrada extracelular de Ca2+ para contracción?,Músculo cardíaco y músculo liso.
Capítulo 11,Histología 101,¿Cuál es la idea central del tejido muscular?,Células especializadas convierten energía química en trabajo mecánico.
Capítulo 11,Histología 101,¿Qué proteínas generan fuerza contráctil en músculo?,Actina y miosina.
Capítulo 11,Histología 101,¿Qué músculo tiene estriaciones y núcleos periféricos?,Músculo esquelético.
Capítulo 11,Histología 101,¿Qué músculo tiene estriaciones y discos intercalares?,Músculo cardíaco.
Capítulo 11,Histología 101,¿Qué músculo no tiene estriaciones y tiene cuerpos densos?,Músculo liso.
Capítulo 11,Histología 101,¿Qué estructura es la unidad contráctil del músculo estriado?,Sarcómero.
Capítulo 11,Histología 101,¿Qué estructura transmite señal motora al músculo esquelético?,Unión neuromuscular.
Capítulo 11,Histología 101,¿Qué célula permite regeneración limitada del músculo esquelético?,Célula satélite.
Capítulo 11,Histología 101,¿Qué estructura une cardiomiocitos mecánica y eléctricamente?,Disco intercalar.
Capítulo 11,Histología 101,¿Qué proteína fija Ca2+ en músculo liso?,Calmodulina.
Capítulo 11,Histología 101,¿Qué enzima activa la contracción del músculo liso?,MLCK.
Capítulo 11,Histología 101,¿Qué estructura ancla actina en músculo liso?,Cuerpo denso.
